story_name,model,tokens,events,scenes,sequels,nones,paragraphs
Sherlock Holmes - A Scandal in Bohemia,gpt-3.5-turbo,11457,15,7,6,2,256
Hemingway - To-day is Friday,gpt-4o,1990,17,7,5,5,14
Hemingway - To-day is Friday,gpt-3.5-turbo,1937,4,2,0,2,14
Hemingway - Che Ti Dice La Patria?,gpt-4o,5783,15,10,0,5,1
Hemingway - Che Ti Dice La Patria?,gpt-3.5-turbo,5427,8,5,3,0,1
Hemingway - a Canary For One,gpt-4o,2789,14,1,2,11,1
Hemingway - a Canary For One,gpt-3.5-turbo,2683,9,7,2,0,1
Hemingway - a Pursuit Race,gpt-4o,3225,16,5,4,7,1
Hemingway - a Pursuit Race,gpt-3.5-turbo,2961,4,2,2,0,1
Hemingway - Fifty Grand,gpt-4o,17096,13,8,4,1,1
Hemingway - Fifty Grand,gpt-3.5-turbo,15569,11,7,4,0,1
Hemingway - Now I Lay Me,gpt-4o,5004,13,5,2,6,1
Hemingway - Now I Lay Me,gpt-3.5-turbo,4740,9,2,6,1,1
Hemingway - Banal Story,gpt-4o,884,8,1,1,6,1
Hemingway - Banal Story,gpt-3.5-turbo,891,5,3,2,0,1
Hemingway - Hills Like White Elephants,gpt-4o,3213,13,5,3,5,1
Hemingway - Hills Like White Elephants,gpt-3.5-turbo,2898,6,5,1,0,1
Hemingway - In Another Country,gpt-4o,3065,10,4,2,4,1
Hemingway - In Another Country,gpt-3.5-turbo,2982,5,4,1,0,1
Hemingway - a Simple Enquiry,gpt-4o,1769,10,6,2,2,1
Hemingway - a Simple Enquiry,gpt-3.5-turbo,1678,5,3,2,0,1
Hemingway - An Alpine Idyll,gpt-4o,3783,15,6,4,5,1
Hemingway - An Alpine Idyll,gpt-3.5-turbo,3499,8,4,4,0,1
Hemingway - the Killers,gpt-4o,6808,11,7,2,2,1
Hemingway - the Killers,gpt-3.5-turbo,6134,6,4,2,0,1
Hemingway - Ten Indians,gpt-4o,3249,14,2,4,8,1
Hemingway - Ten Indians,gpt-3.5-turbo,2983,9,3,3,3,1
Anderson - The Little Match Girl,gpt-4o,1427,16,10,3,3,12
Anderson - The Little Match Girl,gpt-3.5-turbo,1426,4,3,1,0,12
Anderson - The Red Shoes,gpt-4o,3237,39,20,8,11,42
Anderson - The Red Shoes,gpt-3.5-turbo,3202,6,3,3,0,42
Anderson - The Old House,gpt-4o,4637,18,5,4,9,54
Anderson - The Old House,gpt-3.5-turbo,4559,9,5,4,0,54
Anderson - The Swineherd,gpt-4o,2706,25,16,1,8,57
Anderson - The Swineherd,gpt-3.5-turbo,2610,6,4,2,0,57
Anderson - The Shadow,gpt-4o,8038,15,11,3,1,88
Anderson - The Shadow,gpt-3.5-turbo,7831,13,8,5,0,88
Anderson - The Emperor's New Clothes,gpt-4o,2916,14,11,2,1,31
Anderson - The Emperor's New Clothes,gpt-3.5-turbo,2822,7,5,2,0,31
Anderson - The Fir Tree,gpt-4o,5208,30,17,5,8,64
Anderson - The Fir Tree,gpt-3.5-turbo,5082,7,5,2,0,64
Anderson - The Dream Of Little Tuk,gpt-4o,2915,6,3,2,1,26
Anderson - The Dream Of Little Tuk,gpt-3.5-turbo,2903,5,3,2,0,26
Anderson - The Leap-frog,gpt-4o,1029,14,5,3,6,16
Anderson - The Leap-frog,gpt-3.5-turbo,1014,10,8,2,0,16
Anderson - The False Collar,gpt-4o,1582,28,20,2,6,25
Anderson - The False Collar,gpt-3.5-turbo,1523,5,4,1,0,25
Anderson - The Elderbush,gpt-4o,4735,64,28,8,28,51
Anderson - The Elderbush,gpt-3.5-turbo,4664,5,4,1,0,51
Anderson - The Naughty Boy,gpt-4o,1255,21,4,4,13,14
Anderson - The Naughty Boy,gpt-3.5-turbo,1237,4,3,1,0,14
Anderson - The Story Of a Mother,gpt-4o,3133,35,27,1,7,47
Anderson - The Story Of a Mother,gpt-3.5-turbo,3052,10,10,0,0,47
Anderson - The Bell,gpt-4o,2873,12,6,2,4,19
Anderson - The Bell,gpt-3.5-turbo,2858,11,6,4,1,19
Anderson - The Real Princess,gpt-4o,571,10,6,2,2,9
Anderson - The Real Princess,gpt-3.5-turbo,569,4,2,2,0,9
Anderson - The Happy Family,gpt-4o,2046,12,5,3,4,21
Anderson - The Happy Family,gpt-3.5-turbo,2010,6,4,2,0,21
Grimm - the Turnip,gpt-4o,1568,14,8,3,3,13
Grimm - the Turnip,gpt-3.5-turbo,1580,8,7,1,0,13
Grimm - the Travelling Musicians,gpt-4o,1850,8,7,1,0,8
Grimm - the Travelling Musicians,gpt-3.5-turbo,1859,4,2,2,0,8
Grimm - the Elves And the Shoemaker,gpt-4o,984,13,9,2,2,10
Grimm - the Elves And the Shoemaker,gpt-3.5-turbo,987,6,4,2,0,10
Grimm - Jorinda And Jorindel,gpt-4o,1569,18,13,2,3,16
Grimm - Jorinda And Jorindel,gpt-3.5-turbo,1580,8,6,2,0,16
Grimm - Clever Elsie,gpt-4o,1854,7,5,2,0,3
Grimm - Clever Elsie,gpt-3.5-turbo,1871,8,4,4,0,3
Grimm - Ashputtel,gpt-4o,3548,49,37,2,10,33
Grimm - Ashputtel,gpt-3.5-turbo,3575,10,9,1,0,33
"Grimm - the Straw, the Coal, And the Bean",gpt-4o,685,12,7,2,3,4
"Grimm - the Straw, the Coal, And the Bean",gpt-3.5-turbo,693,4,3,1,0,4
Grimm - Snow-white And Rose-red,gpt-4o,3276,22,12,4,6,25
Grimm - Snow-white And Rose-red,gpt-3.5-turbo,3294,5,5,0,0,25
Grimm - Hans In Luck,gpt-4o,3245,16,9,6,1,19
Grimm - Hans In Luck,gpt-3.5-turbo,3263,8,7,1,0,19
Grimm - the Miser In the Bush,gpt-4o,1607,9,8,1,0,8
Grimm - the Miser In the Bush,gpt-3.5-turbo,1618,6,5,1,0,8
Grimm - Briar Rose,gpt-4o,2029,17,9,3,5,10
Grimm - Briar Rose,gpt-3.5-turbo,2036,5,4,1,0,10
Grimm - the Water Of Life,gpt-4o,3716,15,10,3,2,20
Grimm - the Water Of Life,gpt-3.5-turbo,3732,8,6,2,0,20
Grimm - King Grisly-beard,gpt-4o,2070,27,18,6,3,12
Grimm - King Grisly-beard,gpt-3.5-turbo,2093,10,5,5,0,12
Grimm - the Fox And the Cat,gpt-4o,412,6,4,1,1,1
Grimm - the Fox And the Cat,gpt-3.5-turbo,414,5,3,2,0,1
Grimm - the Fox And the Horse,gpt-4o,664,11,6,2,3,5
Grimm - the Fox And the Horse,gpt-3.5-turbo,668,4,3,1,0,5
Grimm - the Juniper-tree,gpt-4o,4343,48,25,5,18,96
Grimm - the Juniper-tree,gpt-3.5-turbo,4387,8,6,2,0,96
Grimm - the Wolf And the Seven Little Kids,gpt-4o,1476,10,8,2,0,7
Grimm - the Wolf And the Seven Little Kids,gpt-3.5-turbo,1485,6,4,2,0,7
Grimm - the King Of the Golden Mountain,gpt-4o,3285,22,17,5,0,17
Grimm - the King Of the Golden Mountain,gpt-3.5-turbo,3294,10,6,4,0,17
Grimm - the Frog-prince,gpt-4o,1613,13,7,6,0,14
Grimm - the Frog-prince,gpt-3.5-turbo,1620,8,4,4,0,14
Grimm - the Golden Bird,gpt-4o,3312,21,15,6,0,19
Grimm - the Golden Bird,gpt-3.5-turbo,3338,15,8,7,0,19
Grimm - Tom Thumb,gpt-4o,3493,25,19,4,2,22
Grimm - Tom Thumb,gpt-3.5-turbo,3508,7,6,1,0,22
Grimm - the Four Clever Brothers,gpt-4o,2271,16,11,4,1,12
Grimm - the Four Clever Brothers,gpt-3.5-turbo,2283,7,6,1,0,12
Grimm - Sweetheart Roland,gpt-4o,1977,20,14,6,0,7
Grimm - Sweetheart Roland,gpt-3.5-turbo,1987,9,6,3,0,7
Grimm - Snowdrop,gpt-4o,3291,16,8,5,3,31
Grimm - Snowdrop,gpt-3.5-turbo,3306,9,6,2,1,31
Grimm - the Old Man And His Grandson,gpt-4o,332,4,3,1,0,3
Grimm - the Old Man And His Grandson,gpt-3.5-turbo,332,4,3,1,0,3
Grimm - Rapunzel,gpt-4o,1958,24,18,4,2,13
Grimm - Rapunzel,gpt-3.5-turbo,1963,8,5,3,0,13
Grimm - Old Sultan,gpt-4o,1144,13,9,2,2,5
Grimm - Old Sultan,gpt-3.5-turbo,1146,9,8,1,0,5
Grimm - the Twelve Huntsmen,gpt-4o,1463,10,8,2,0,7
Grimm - the Twelve Huntsmen,gpt-3.5-turbo,1463,7,7,0,0,7
Grimm - the Blue Light,gpt-4o,2355,12,9,3,0,6
Grimm - the Blue Light,gpt-3.5-turbo,2375,10,7,3,0,6
Grimm - the Wedding Of Mrs Fox,gpt-4o,1129,6,6,0,0,27
Grimm - the Wedding Of Mrs Fox,gpt-3.5-turbo,1138,9,9,0,0,27
Grimm - the Queen Bee,gpt-4o,1117,19,12,2,5,11
Grimm - the Queen Bee,gpt-3.5-turbo,1125,9,7,2,0,11
Grimm - the Dog And the Sparrow,gpt-4o,1903,41,27,13,1,2
Grimm - the Dog And the Sparrow,gpt-3.5-turbo,1911,7,4,1,0,2
Grimm - Cat And Mouse In Partnership,gpt-4o,1368,12,8,1,3,4
Grimm - Cat And Mouse In Partnership,gpt-3.5-turbo,1366,5,4,1,0,4
Grimm - the Pink,gpt-4o,2359,19,14,5,0,5
Grimm - the Pink,gpt-3.5-turbo,2372,7,6,1,0,5
Grimm - the Raven,gpt-4o,3182,12,9,3,0,21
Grimm - the Raven,gpt-3.5-turbo,3204,9,8,1,0,21
Grimm - the Adventures Of Chanticleer And Partlet,gpt-4o,2635,20,16,3,1,20
Grimm - the Adventures Of Chanticleer And Partlet,gpt-3.5-turbo,2666,3,3,0,0,20
Grimm - the Goose-girl,gpt-4o,3127,19,10,4,5,35
Grimm - the Goose-girl,gpt-3.5-turbo,3154,8,6,2,0,35
Grimm - Fundevogel,gpt-4o,1302,10,7,3,0,6
Grimm - Fundevogel,gpt-3.5-turbo,1334,13,6,7,0,6
Grimm - the Seven Ravens,gpt-4o,1322,12,8,1,3,9
Grimm - the Seven Ravens,gpt-3.5-turbo,1328,4,3,1,0,9
Grimm - Hansel And Gretel,gpt-4o,4108,14,11,3,0,21
Grimm - Hansel And Gretel,gpt-3.5-turbo,4119,7,6,1,0,21
Grimm - the Story Of the Youth Who Went Forth To Learn What Fear Was,gpt-4o,5300,19,14,4,1,17
Grimm - the Story Of the Youth Who Went Forth To Learn What Fear Was,gpt-3.5-turbo,5310,11,9,2,0,17
Grimm - the Little Peasant,gpt-4o,2911,16,10,3,3,8
Grimm - the Little Peasant,gpt-3.5-turbo,2880,11,9,2,0,8
Grimm - Clever Hans,gpt-4o,1546,13,7,6,0,12
Grimm - Clever Hans,gpt-3.5-turbo,1568,14,7,6,1,12
Grimm - Cat-skin,gpt-4o,2839,14,11,1,2,11
Grimm - Cat-skin,gpt-3.5-turbo,2850,4,3,1,0,11
Grimm - the White Snake,gpt-4o,2115,15,12,2,1,13
Grimm - the White Snake,gpt-3.5-turbo,2123,9,7,2,0,13
Grimm - Rumpelstiltskin,gpt-4o,1634,12,6,5,1,15
Grimm - Rumpelstiltskin,gpt-3.5-turbo,1647,5,3,2,0,15
Grimm - the Twelve Dancing Princesses,gpt-4o,2104,17,13,1,3,12
Grimm - the Twelve Dancing Princesses,gpt-3.5-turbo,2118,4,2,2,0,12
Grimm - the Salad,gpt-4o,2930,25,17,4,4,11
Grimm - the Salad,gpt-3.5-turbo,2945,8,6,2,0,11
"Grimm - the Mouse, the Bird, And the Sausage",gpt-4o,917,11,7,1,3,7
"Grimm - the Mouse, the Bird, And the Sausage",gpt-3.5-turbo,917,6,5,1,0,7
Grimm - the Fisherman And His Wife,gpt-4o,3025,13,7,6,0,25
Grimm - the Fisherman And His Wife,gpt-3.5-turbo,3065,7,7,0,0,25
Grimm - the Golden Goose,gpt-4o,2141,32,24,5,3,21
Grimm - the Golden Goose,gpt-3.5-turbo,2146,8,7,1,0,21
Grimm - Iron Hans,gpt-4o,4286,69,49,13,7,13
Grimm - Iron Hans,gpt-3.5-turbo,4317,8,6,2,0,13
Grimm - Clever Gretel,gpt-4o,1310,14,10,2,2,4
Grimm - Clever Gretel,gpt-3.5-turbo,1315,5,4,1,0,4
Grimm - Mother Holle,gpt-4o,1716,23,13,2,8,22
Grimm - Mother Holle,gpt-3.5-turbo,1733,7,4,3,0,22
Grimm - Doctor Knowall,gpt-4o,1074,18,11,2,5,2
Grimm - Doctor Knowall,gpt-3.5-turbo,1071,4,2,2,0,2
Grimm - the Willow-wren And the Bear,gpt-4o,1274,13,8,4,1,4
Grimm - the Willow-wren And the Bear,gpt-3.5-turbo,1287,5,3,2,0,4
Grimm - Lily And the Lion,gpt-4o,3150,13,9,2,2,16
Grimm - Lily And the Lion,gpt-3.5-turbo,3173,9,8,1,0,16
Grimm - the Robber Bridegroom,gpt-4o,2023,28,18,2,8,26
Grimm - the Robber Bridegroom,gpt-3.5-turbo,2037,10,7,3,0,26
Grimm - Little Red-cap [little Red Riding Hood],gpt-4o,1985,16,8,3,5,33
Grimm - Little Red-cap [little Red Riding Hood],gpt-3.5-turbo,2005,8,7,1,0,33
Grimm - the Three Languages,gpt-4o,1265,23,15,5,3,3
Grimm - the Three Languages,gpt-3.5-turbo,1268,13,8,5,0,3
Grimm - Frederick And Catherine,gpt-4o,2643,15,11,4,0,15
Grimm - Frederick And Catherine,gpt-3.5-turbo,2657,11,8,3,0,15
